session_key,lap_number,timestamp,driver,team,position,interval_gap,strategy_mode,recommended_mode,race_strategy,strategic_reason,tyre_compound,stint_number,stint_lap_count,tyre_wear_pct,tyre_temp_C,tyre_cliff_reached,expected_tyre_life,pit_stop_flag,pit_stop_count,undercut_window,overcut_window,lap_time,delta_lap_time,average_pace_window,momentum_indicator,engine_power_pct,throttle_pct,energy_management_pct,drs_status,speed_kph,fuel_load_kg,air_temperature_C,track_temperature_C,rainfall_mm,humidity_pct,wind_speed_mps,weather_condition,flag_status,incident_category,incident_message,race_pace_score,win_probability,power_anomaly_score,racecraft_anomaly_score,push_signal,degradation_warning,tire_management_skill
RACE_2025_COTA_28,28,2025-10-18T14:41:53.317000,LEC,Ferrari,7,15.669,Neutral,Neutral,Two-Stop,,Intermediate,2,4,6.12,80.2,False,23.2,False,2,False,False,94.796,-0.155,102.08,-0.4776,100.0,100.0,100.0,Inactive,182.4,57.61,25.9,34.9,1.27,73.0,6.0,Light Rain,Green,None,,82.8,0.2878,0.5,0.019,MAINTAIN,False,0.88
RACE_2025_COTA_29,29,2025-10-18T14:43:24.594000,LEC,Ferrari,7,16.287,Neutral,Neutral,Two-Stop,,Intermediate,2,5,8.94,78.7,False,21.9,False,2,False,False,97.772,2.976,96.532,-5.5484,100.0,96.44,100.0,Inactive,175.9,55.79,24.0,34.2,1.52,76.5,4.8,Light Rain,Green,None,,74.14,0.2755,0.5,1.123,MAINTAIN,False,0.88
RACE_2025_COTA_30,30,2025-10-18T14:44:58.816000,LEC,Ferrari,7,15.196,Neutral,Neutral,Two-Stop,,Intermediate,2,6,13.36,80.2,False,20.3,False,2,False,False,99.167,1.395,96.219,-0.313,99.98,100.0,100.0,Inactive,172.0,53.9,28.1,40.3,1.94,80.8,5.8,Light Rain,Green,None,,67.63,0.2563,0.498,0.984,MAINTAIN,False,0.88
RACE_2025_COTA_31,31,2025-10-18T14:46:32.455000,LEC,Ferrari,7,14.612,Neutral,Neutral,Two-Stop,,Intermediate,2,7,17.84,80.7,False,18.8,False,2,False,False,96.184,-2.984,96.574,0.3554,98.97,99.43,100.0,Inactive,177.3,52.07,26.6,37.7,1.28,74.6,3.2,Light Rain,Green,None,,75.61,0.258,0.397,1.472,PUSH,False,0.88
RACE_2025_COTA_32,32,2025-10-18T14:48:06.474000,LEC,Ferrari,7,14.828,Neutral,Neutral,Two-Stop,,Intermediate,2,8,23.51,79.4,False,17.1,False,2,False,False,98.129,1.946,97.21,0.6357,98.98,100.0,100.0,Inactive,176.5,50.18,29.2,38.5,1.71,88.9,4.0,Light Rain,Green,None,,67.39,0.2359,0.398,0.786,MAINTAIN,False,0.88
RACE_2025_COTA_33,33,2025-10-18T14:49:37.296000,LEC,Ferrari,7,15.148,Neutral,Neutral,Two-Stop,,Intermediate,2,9,29.38,89.3,False,15.3,False,2,False,False,88.856,-9.273,96.022,-1.188,96.76,96.32,100.0,Inactive,193.8,48.43,28.0,41.9,0.0,55.6,2.8,Cloudy,Green,None,,93.43,0.2501,0.176,2.29,PUSH,False,0.88
RACE_2025_COTA_34,34,2025-10-18T14:51:09.992000,LEC,Ferrari,7,15.191,Neutral,Neutral,Two-Stop,,Intermediate,2,10,36.18,88.7,False,13.5,False,2,False,False,89.642,0.785,94.396,-1.6261,94.81,96.84,100.0,Inactive,196.2,46.73,27.5,42.6,0.0,64.2,8.1,Cloudy,Green,None,,89.33,0.2314,0.019,0.202,MAINTAIN,False,0.88
RACE_2025_COTA_35,35,2025-10-18T14:52:43.248000,LEC,Ferrari,7,16.821,Neutral,Neutral,Two-Stop,,Intermediate,2,11,44.67,78.8,False,11.4,False,2,False,False,96.463,6.821,93.855,-0.5409,93.53,98.73,100.0,Inactive,146.4,44.86,28.8,41.4,1.12,72.1,6.1,Light Rain,Green,None,,66.31,0.1924,0.147,1.405,MAINTAIN,False,0.88
RACE_2025_COTA_36,36,2025-10-18T14:54:17.870000,LEC,Ferrari,7,17.391,Neutral,Neutral,Two-Stop,,Intermediate,2,12,52.95,80.1,False,9.4,False,2,False,False,106.848,10.385,95.988,2.1328,93.75,98.73,100.0,Inactive,133.6,43.14,23.6,30.8,3.02,100.3,5.7,Heavy Rain,Green,None,,32.04,0.1479,0.125,1.491,MAINTAIN,False,0.88
RACE_2025_COTA_37,37,2025-10-18T14:55:48.082000,LEC,Ferrari,7,18.326,Neutral,Neutral,Two-Stop,,Intermediate,2,13,63.85,85.6,False,7.0,False,2,False,False,114.286,7.438,99.219,3.2313,89.7,92.88,100.0,Inactive,100.9,41.32,23.8,30.9,4.32,104.8,8.2,Heavy Rain,Green,None,,5.99,0.1104,0.53,1.143,MAINTAIN,True,0.88
RACE_2025_COTA_38,38,2025-10-18T14:57:21.557000,LEC,Ferrari,7,18.332,Neutral,Defensive,Two-Stop,,Intermediate,2,14,77.76,75.5,False,4.3,False,2,False,False,112.391,-1.895,103.926,4.7069,85.94,82.41,100.0,Inactive,98.3,39.62,27.3,38.2,3.71,101.4,7.2,Heavy Rain,Green,None,,8.03,0.0878,0.906,0.279,CONSERVE,False,0.88
RACE_2025_COTA_39,39,2025-10-18T14:58:54.945000,LEC,Ferrari,10,22.449,Neutral,Neutral,Two-Stop,Emergency stop - tire degradation,Wet,3,0,0.0,50.0,False,1.2,True,3,False,False,139.384,26.994,113.874,9.9486,100.0,99.54,100.0,Inactive,128.6,37.74,27.6,38.5,4.47,106.1,4.8,Heavy Rain,Green,None,,-27.56,0.0581,0.5,2.282,MAINTAIN,False,0.88
RACE_2025_COTA_40,40,2025-10-18T15:00:27.717000,LEC,Ferrari,10,22.737,Neutral,Neutral,Two-Stop,,Wet,3,1,1.23,65.0,False,33.8,False,3,False,False,111.349,-28.036,116.851,2.9772,100.0,100.0,100.0,Inactive,128.3,35.92,28.4,39.6,4.16,98.9,6.3,Heavy Rain,Green,None,,35.08,0.0592,0.5,1.726,PUSH,False,0.88
RACE_2025_COTA_41,41,2025-10-18T15:02:00.608000,LEC,Ferrari,10,23.591,Neutral,Neutral,Two-Stop,,Wet,3,2,2.58,83.1,False,32.7,False,3,False,False,106.786,-4.563,116.839,-0.0124,100.0,100.0,100.0,Inactive,141.0,34.2,23.7,34.9,3.47,106.3,2.1,Heavy Rain,Green,None,,47.74,0.0623,0.5,0.294,PUSH,False,0.88
RACE_2025_COTA_42,42,2025-10-18T15:03:35.767000,LEC,Ferrari,10,22.024,Neutral,Neutral,Two-Stop,,Wet,3,3,4.74,85.0,False,31.4,False,3,False,False,103.791,-2.995,114.74,-2.099,100.0,100.0,100.0,Inactive,162.9,32.41,29.4,41.9,3.03,102.7,1.9,Heavy Rain,Green,None,,55.55,0.0634,0.5,0.19,PUSH,False,0.88
RACE_2025_COTA_43,43,2025-10-18T15:05:06.133000,LEC,Ferrari,10,21.678,Neutral,Neutral,Two-Stop,,Wet,3,4,7.39,84.6,False,30.1,False,3,False,False,106.256,2.465,113.513,-1.2269,100.0,100.0,100.0,Inactive,120.6,30.59,29.8,38.0,3.59,98.4,4.3,Heavy Rain,Green,None,,46.71,0.0591,0.5,0.255,MAINTAIN,False,0.88
RACE_2025_COTA_44,44,2025-10-18T15:06:41.956000,LEC,Ferrari,10,21.439,Neutral,Neutral,Two-Stop,,Wet,3,5,10.45,78.9,False,28.7,False,3,False,False,104.162,-2.094,106.469,-7.0444,100.0,100.0,100.0,Inactive,137.8,28.77,28.3,37.3,3.08,102.7,4.5,Heavy Rain,Green,None,,52.51,0.0601,0.5,0.659,PUSH,False,0.88
RACE_2025_COTA_45,45,2025-10-18T15:08:12.183000,LEC,Ferrari,10,21.171,Neutral,Neutral,Two-Stop,,Wet,3,6,14.25,81.5,False,27.2,False,3,False,False,110.508,6.346,106.301,-0.1681,100.0,100.0,100.0,Inactive,126.3,27.06,26.9,34.7,3.96,100.9,7.4,Heavy Rain,Green,None,,33.26,0.0537,0.5,1.751,MAINTAIN,False,0.88
RACE_2025_COTA_46,46,2025-10-18T15:09:47.968000,LEC,Ferrari,10,22.183,Neutral,Neutral,Two-Stop,,Wet,3,7,19.2,83.3,False,25.6,False,3,False,False,111.452,0.944,107.234,0.9333,99.06,98.16,100.0,Inactive,112.6,25.35,25.4,35.6,4.42,112.5,1.7,Heavy Rain,Green,None,,27.41,0.0491,0.406,0.303,MAINTAIN,False,0.88
RACE_2025_COTA_47,47,2025-10-18T15:11:19.334000,LEC,Ferrari,10,21.824,Neutral,Neutral,Two-Stop,,Wet,3,8,23.53,81.5,False,24.1,False,3,False,False,96.651,-14.801,105.806,-1.428,100.0,100.0,100.0,Inactive,153.3,23.45,28.9,38.0,1.72,86.5,6.6,Light Rain,Green,None,,70.59,0.0589,0.5,2.389,PUSH,False,0.88
RACE_2025_COTA_48,48,2025-10-18T15:12:51.059000,LEC,Ferrari,10,22.954,Neutral,Neutral,Two-Stop,,Wet,3,9,28.67,79.3,False,22.4,False,3,False,False,97.404,0.753,104.035,-1.7704,94.05,100.0,100.0,Inactive,149.2,21.61,25.9,38.9,1.7,84.4,6.3,Light Rain,Green,None,,67.22,0.0559,0.095,0.129,MAINTAIN,False,0.88
RACE_2025_COTA_49,49,2025-10-18T15:14:24.190000,LEC,Ferrari,10,24.018,Neutral,Neutral,Two-Stop,,Wet,3,10,33.52,82.0,False,20.8,False,3,False,False,94.628,-2.776,102.129,-1.9069,95.35,100.0,100.0,Inactive,145.3,19.77,25.6,37.7,1.0,73.0,5.3,Light Rain,Green,None,,74.78,0.0557,0.035,0.559,PUSH,False,0.88
RACE_2025_COTA_50,50,2025-10-18T15:15:57.735000,LEC,Ferrari,10,23.87,Neutral,Neutral,Two-Stop,,Wet,3,11,37.58,81.8,False,19.3,False,3,False,False,93.26,-1.368,98.679,-3.4497,95.51,100.0,100.0,Inactive,156.0,17.99,23.2,33.5,0.87,66.8,4.4,Light Rain,Green,None,,76.98,0.0536,0.051,0.27,PUSH,False,0.88
RACE_2025_COTA_51,51,2025-10-18T15:17:32.905000,LEC,Ferrari,10,22.434,Neutral,Neutral,Two-Stop,,Wet,3,12,44.17,78.2,False,17.5,False,3,False,False,99.893,6.634,96.367,-2.3118,92.07,97.05,100.0,Inactive,126.4,16.28,27.8,36.1,1.97,90.2,4.8,Light Rain,Green,None,,55.1,0.0454,0.293,2.187,CONSERVE,False,0.88
RACE_2025_COTA_52,52,2025-10-18T15:19:03.573000,LEC,Ferrari,10,24.672,Neutral,Neutral,Two-Stop,,Wet,3,13,52.16,82.2,False,15.5,False,3,False,False,96.627,-3.266,96.362,-0.0047,90.66,92.77,100.0,Inactive,135.4,14.53,28.2,40.1,1.51,86.4,7.3,Light Rain,Green,None,,61.57,0.0421,0.434,0.892,PUSH,False,0.88
RACE_2025_COTA_53,53,2025-10-18T15:20:38.986000,LEC,Ferrari,10,24.509,Neutral,Neutral,Two-Stop,,Wet,3,14,59.44,81.3,False,13.6,False,3,False,False,98.663,2.036,96.614,0.2518,89.76,91.4,100.0,Inactive,142.6,12.68,26.1,36.2,1.6,80.2,6.1,Light Rain,Green,None,,54.15,0.0373,0.524,0.586,CONSERVE,True,0.88
RACE_2025_COTA_54,54,2025-10-18T15:22:12.276000,LEC,Ferrari,10,25.245,Neutral,Neutral,Two-Stop,,Wet,3,15,68.74,77.5,False,11.4,False,3,False,False,99.074,0.411,97.503,0.8893,87.43,90.64,100.0,Inactive,131.0,10.96,28.9,39.8,1.54,87.7,1.9,Light Rain,Green,None,,50.26,0.0317,0.757,0.127,CONSERVE,False,0.88
RACE_2025_COTA_55,55,2025-10-18T15:23:43.786000,LEC,Ferrari,10,25.866,Defensive,Defensive,Two-Stop,,Wet,3,16,75.36,75.2,False,9.6,False,3,False,False,99.812,0.738,98.814,1.3105,80.08,75.91,100.0,Inactive,116.1,9.22,27.5,36.7,1.63,79.2,2.8,Light Rain,Green,None,,45.91,0.0275,1.492,0.418,CONSERVE,False,0.88
RACE_2025_COTA_56,56,2025-10-18T15:25:15.690000,LEC,Ferrari,10,26.119,Defensive,Defensive,Two-Stop,Emergency stop - tire degradation,Wet,3,17,81.85,81.3,True,7.8,True,3,False,False,124.07,24.258,103.649,4.8353,77.96,78.76,100.0,Inactive,117.4,8.0,24.6,35.2,1.66,83.5,3.4,Light Rain,Green,None,,-9.88,0.0234,1.704,3.46,CONSERVE,True,0.88
RACE_2025_COTA_57,57,2025-10-18T15:26:49.975000,LEC,Ferrari,10,26.065,Defensive,Defensive,Two-Stop,Emergency stop - tire degradation,Wet,3,18,90.42,78.4,True,5.7,True,3,False,False,124.986,0.916,109.321,5.6718,75.98,81.78,100.0,Inactive,104.3,8.0,28.6,39.1,1.66,86.4,8.1,Light Rain,Green,None,,-14.88,0.0182,1.902,0.136,CONSERVE,True,0.88
RACE_2025_COTA_58,58,2025-10-18T15:28:23.032000,LEC,Ferrari,10,29.306,Defensive,Defensive,Two-Stop,Emergency stop - tire degradation,Wet,3,19,97.53,78.7,True,3.8,True,3,False,False,124.716,-0.27,114.532,5.2106,75.45,73.78,100.0,Inactive,110.8,8.0,24.8,35.9,1.29,75.5,3.0,Light Rain,Green,None,,-15.1,0.0142,1.955,0.04,CONSERVE,True,0.88
RACE_2025_COTA_1,1,2025-10-18T14:00:03.883000,SAI,Ferrari,4,7.032,Neutral,Neutral,Undercut,,Medium,0,1,1.35,65.0,False,30.8,False,0,False,False,102.282,11.155,96.704,0.0,100.0,99.57,100.0,Inactive,198.1,107.28,25.8,34.9,1.66,73.2,6.8,Light Rain,Green,None,,66.24,0.482,0.5,0.0,MAINTAIN,False,0.9
RACE_2025_COTA_2,2,2025-10-18T14:01:33.401000,SAI,Ferrari,4,8.657,Neutral,Neutral,Undercut,,Medium,0,2,3.36,80.0,False,29.6,False,0,False,False,101.189,-1.092,98.199,0.0,100.0,94.04,100.0,Inactive,174.7,105.48,27.3,38.1,1.71,81.0,6.8,Light Rain,Green,None,,67.69,0.4719,0.5,0.0,PUSH,False,0.9
RACE_2025_COTA_3,3,2025-10-18T14:03:07.711000,SAI,Ferrari,4,6.183,Neutral,Neutral,Undercut,,Medium,0,3,6.03,82.7,False,28.2,False,0,False,False,98.843,-2.346,98.36,0.0,100.0,97.38,100.0,Inactive,186.7,103.82,26.7,37.8,1.64,71.6,7.4,Light Rain,Green,None,,72.23,0.4635,0.5,0.0,PUSH,False,0.9
RACE_2025_COTA_4,4,2025-10-18T14:04:41.250000,SAI,Ferrari,4,8.24,Neutral,Neutral,Undercut,,Medium,0,4,9.56,88.1,False,26.8,False,0,False,False,98.195,-0.648,98.327,0.0,100.0,98.7,100.0,Inactive,207.1,102.02,28.6,38.9,1.48,75.3,6.6,Light Rain,Green,None,,73.18,0.4548,0.5,0.164,PUSH,False,0.9
RACE_2025_COTA_5,5,2025-10-18T14:06:14.785000,SAI,Ferrari,4,8.731,Neutral,Neutral,Undercut,,Medium,0,5,13.9,82.2,False,25.3,False,0,False,False,97.841,-0.354,99.67,1.343,100.0,100.0,100.0,Inactive,192.6,100.14,28.8,38.3,1.41,84.8,4.5,Light Rain,Green,None,,72.73,0.439,0.5,0.281,MAINTAIN,False,0.9
RACE_2025_COTA_6,6,2025-10-18T14:07:47.723000,SAI,Ferrari,4,6.968,Neutral,Neutral,Undercut,,Medium,0,6,18.64,81.6,False,23.7,False,0,False,False,97.064,-0.777,98.627,-1.0435,99.6,100.0,100.0,Inactive,185.8,98.38,23.1,35.2,1.05,69.8,8.2,Light Rain,Green,None,,74.42,0.4306,0.46,0.658,PUSH,False,0.9
RACE_2025_COTA_7,7,2025-10-18T14:09:19.565000,SAI,Ferrari,4,7.036,Neutral,Neutral,Undercut,,Medium,0,7,24.39,80.1,False,22.0,False,0,False,False,97.442,0.378,97.877,-0.7494,97.36,99.39,100.0,Inactive,182.4,96.5,23.5,34.8,1.32,83.4,4.5,Light Rain,Green,None,,70.35,0.3982,0.236,0.549,MAINTAIN,False,0.9
RACE_2025_COTA_8,8,2025-10-18T14:10:53.214000,SAI,Ferrari,4,8.43,Neutral,Neutral,Undercut,,Medium,0,8,31.02,82.5,False,20.1,False,0,False,False,98.007,0.565,97.71,-0.1672,97.16,97.75,100.0,Inactive,175.9,94.61,24.8,34.5,1.27,68.1,7.7,Light Rain,Green,None,,67.02,0.372,0.216,0.845,MAINTAIN,False,0.9
RACE_2025_COTA_9,9,2025-10-18T14:12:27.888000,SAI,Ferrari,4,8.457,Neutral,Neutral,Undercut,,Medium,0,9,39.73,84.8,False,18.0,False,0,False,False,98.664,0.657,97.804,0.0939,91.98,85.67,100.0,Inactive,166.5,92.78,28.3,39.3,1.31,70.4,4.1,Light Rain,Green,None,,62.34,0.3346,0.302,0.883,MAINTAIN,False,0.9
RACE_2025_COTA_10,10,2025-10-18T14:13:58.023000,SAI,Ferrari,4,8.075,Neutral,Neutral,Undercut,,Medium,0,10,49.22,80.7,False,15.8,False,0,False,False,99.736,1.072,98.183,0.379,89.91,91.54,100.0,Inactive,158.8,91.09,27.2,37.2,1.43,70.7,6.6,Light Rain,Green,None,,56.12,0.2925,0.509,1.311,MAINTAIN,False,0.9
RACE_2025_COTA_11,11,2025-10-18T14:15:30.844000,SAI,Ferrari,4,9.073,Neutral,Neutral,Undercut,,Medium,0,11,58.63,83.0,False,13.7,False,0,False,False,97.72,-2.016,98.314,0.1311,89.77,85.79,100.0,Inactive,163.0,89.26,26.8,34.6,0.92,73.6,2.4,Light Rain,Green,None,,59.54,0.2631,0.523,1.643,PUSH,False,0.9
RACE_2025_COTA_12,12,2025-10-18T14:17:04.587000,SAI,Ferrari,4,12.073,Neutral,Neutral,Undercut,,Medium,0,12,68.74,85.1,False,11.4,False,0,False,False,96.976,-0.744,98.221,-0.0933,85.88,92.14,100.0,Inactive,157.7,87.43,25.3,33.5,0.94,73.2,5.0,Light Rain,Green,None,,57.55,0.2194,0.912,0.585,MAINTAIN,False,0.9
RACE_2025_COTA_13,13,2025-10-18T14:18:36.693000,SAI,Ferrari,6,13.717,Neutral,Neutral,Undercut,Emergency stop - tire degradation,Intermediate,1,0,0.0,50.0,False,8.7,True,1,False,False,124.425,27.449,103.504,5.2835,100.0,100.0,100.0,Inactive,175.8,85.58,27.0,39.5,1.41,86.2,5.0,Light Rain,Green,None,,19.13,0.3547,0.5,3.444,MAINTAIN,False,0.9
RACE_2025_COTA_14,14,2025-10-18T14:20:09.917000,SAI,Ferrari,6,12.957,Neutral,Neutral,Undercut,,Intermediate,1,1,1.24,65.0,False,26.8,False,1,False,False,99.834,-24.591,103.738,0.234,100.0,100.0,100.0,Inactive,175.4,83.72,25.7,38.4,1.42,71.5,5.4,Light Rain,Green,None,,72.75,0.3508,0.5,1.776,PUSH,False,0.9
RACE_2025_COTA_15,15,2025-10-18T14:21:42.946000,SAI,Ferrari,6,11.052,Neutral,Neutral,Undercut,,Intermediate,1,2,3.0,80.0,False,25.6,False,1,False,False,98.907,-0.927,103.572,-0.1658,100.0,94.3,100.0,Inactive,172.7,82.02,27.4,39.6,1.41,83.0,2.1,Light Rain,Green,None,,74.23,0.346,0.5,0.068,PUSH,False,0.9
RACE_2025_COTA_16,16,2025-10-18T14:23:15.817000,SAI,Ferrari,6,13.576,Neutral,Neutral,Undercut,,Intermediate,1,3,5.19,76.3,False,24.4,False,1,False,False,96.325,-2.582,103.293,-0.279,100.0,96.67,100.0,Inactive,185.0,80.13,27.5,37.3,1.28,85.5,3.7,Light Rain,Green,None,,79.71,0.3426,0.5,0.184,PUSH,False,0.9
RACE_2025_COTA_17,17,2025-10-18T14:24:49.293000,SAI,Ferrari,7,15.562,Neutral,Neutral,Undercut,Undercut attempt,Intermediate,2,0,0.0,50.0,False,23.0,True,2,True,False,123.85,27.525,108.668,5.3749,100.0,96.02,100.0,Inactive,185.3,78.42,23.3,35.5,1.48,87.1,8.5,Light Rain,Green,None,,20.09,0.2824,0.5,1.958,MAINTAIN,False,0.9
RACE_2025_COTA_18,18,2025-10-18T14:26:21.230000,SAI,Ferrari,6,13.79,Neutral,Neutral,Undercut,,Intermediate,2,1,1.23,65.0,False,26.8,False,2,True,False,97.138,-26.712,103.211,-5.4574,100.0,97.84,100.0,Inactive,177.3,76.7,28.9,41.0,1.07,71.5,2.6,Light Rain,Green,None,,80.25,0.3598,0.5,1.831,PUSH,False,0.9
RACE_2025_COTA_19,19,2025-10-18T14:27:54.354000,SAI,Ferrari,5,10.14,Neutral,Neutral,Undercut,,Intermediate,2,2,2.83,80.0,False,25.6,False,2,True,False,101.954,4.816,103.635,0.424,100.0,97.1,100.0,Inactive,174.1,74.82,25.4,36.0,1.95,85.8,7.4,Light Rain,Green,None,,65.13,0.399,0.5,0.31,MAINTAIN,False,0.9
RACE_2025_COTA_20,20,2025-10-18T14:29:27.766000,SAI,Ferrari,4,6.49,Neutral,Neutral,Undercut,,Intermediate,2,3,4.84,77.7,False,24.4,False,2,True,False,97.624,-4.33,103.378,-0.2566,100.0,99.2,100.0,Inactive,179.6,72.98,26.1,35.3,1.53,70.5,2.7,Light Rain,Green,None,,75.84,0.4723,0.5,0.271,PUSH,False,0.9
RACE_2025_COTA_21,21,2025-10-18T14:31:02.968000,SAI,Ferrari,3,4.4,Neutral,Aggressive,Undercut,,Intermediate,2,4,7.45,79.6,False,23.1,False,2,True,False,95.269,-2.355,103.167,-0.2112,100.0,94.68,100.0,Inactive,171.0,71.26,26.6,36.1,1.32,69.2,6.6,Light Rain,Green,None,,81.05,0.5358,0.5,0.243,PUSH,False,0.9
RACE_2025_COTA_22,22,2025-10-18T14:32:36.942000,SAI,Ferrari,3,5.212,Aggressive,Aggressive,Undercut,,Intermediate,2,5,11.17,80.3,False,21.6,False,2,True,False,93.575,-1.694,97.112,-6.0551,100.0,100.0,96.61,Inactive,177.5,69.46,24.1,34.6,0.87,78.6,1.7,Light Rain,Green,None,,85.19,0.5353,0.5,0.491,PUSH,False,0.9
RACE_2025_COTA_23,23,2025-10-18T14:34:08.612000,SAI,Ferrari,3,4.87,Aggressive,Aggressive,Undercut,,Intermediate,2,6,16.55,80.9,False,19.9,False,2,True,False,95.055,1.48,96.695,-0.4166,100.0,99.11,91.42,Inactive,173.7,67.64,26.1,38.8,1.04,81.3,3.8,Light Rain,Green,None,,78.75,0.5025,0.5,0.566,MAINTAIN,False,0.9
RACE_2025_COTA_24,24,2025-10-18T14:35:39.643000,SAI,Ferrari,3,5.844,Aggressive,Aggressive,Undercut,,Intermediate,2,7,21.69,82.4,False,18.3,False,2,False,False,93.19,-1.865,94.943,-1.7528,100.0,99.26,86.93,Inactive,177.1,65.94,23.6,33.0,0.82,72.0,8.0,Light Rain,Green,None,,81.59,0.4851,0.5,0.933,PUSH,False,0.9
RACE_2025_COTA_25,25,2025-10-18T14:37:13.014000,SAI,Ferrari,3,3.887,Aggressive,Neutral,Undercut,,Intermediate,2,8,28.44,75.7,False,16.4,False,2,False,False,93.307,0.117,94.079,-0.8635,100.0,94.13,81.24,Inactive,179.5,64.11,24.9,35.7,0.9,72.1,4.0,Light Rain,Green,None,,78.02,0.4491,0.5,0.081,MAINTAIN,False,0.9
RACE_2025_COTA_26,26,2025-10-18T14:38:45.933000,SAI,Ferrari,3,4.581,Aggressive,Aggressive,Undercut,,Intermediate,2,9,36.33,85.5,False,14.5,False,2,False,False,94.42,1.114,93.909,-0.1697,99.1,100.0,76.87,Inactive,174.7,62.26,26.2,36.0,0.93,75.0,4.3,Light Rain,Green,None,,72.26,0.4097,0.41,0.861,MAINTAIN,False,0.9
RACE_2025_COTA_27,27,2025-10-18T14:40:20.415000,SAI,Ferrari,3,5.949,Aggressive,Aggressive,Undercut,,Intermediate,2,10,46.6,76.6,False,12.2,False,2,False,False,99.741,5.321,95.143,1.2333,95.29,89.53,71.09,Inactive,139.2,60.51,25.8,36.4,1.89,90.3,2.5,Light Rain,Green,None,,52.07,0.3349,0.029,2.361,MAINTAIN,False,0.9
RACE_2025_COTA_28,28,2025-10-18T14:41:51.286000,SAI,Ferrari,3,7.666,Aggressive,Neutral,Undercut,,Intermediate,2,11,56.18,78.7,False,10.0,False,2,False,False,97.269,-2.473,95.585,0.4428,92.61,90.3,67.11,Inactive,140.3,58.65,24.9,33.6,1.2,69.4,7.2,Light Rain,Green,None,,56.86,0.3065,0.239,1.028,PUSH,False,0.9
RACE_2025_COTA_29,29,2025-10-18T14:43:27.099000,SAI,Ferrari,3,9.623,Aggressive,Neutral,Undercut,,Intermediate,2,12,69.75,78.4,False,7.3,False,2,False,False,101.843,4.574,97.316,1.7305,87.91,87.38,62.09,Inactive,119.0,56.92,25.5,38.1,1.88,86.0,3.6,Light Rain,Green,None,,38.49,0.2295,0.709,1.299,MAINTAIN,False,0.9
RACE_2025_COTA_30,30,2025-10-18T14:44:57.247000,SAI,Ferrari,6,11.363,Aggressive,Neutral,Undercut,Emergency stop - tire degradation,Intermediate,3,0,0.0,50.0,False,4.4,True,3,False,False,123.509,21.666,103.356,6.0404,100.0,99.61,58.44,Inactive,188.9,55.25,28.4,40.4,1.49,81.5,8.0,Light Rain,Green,None,,16.61,0.3526,0.5,2.502,MAINTAIN,False,0.9
RACE_2025_COTA_31,31,2025-10-18T14:46:31.802000,SAI,Ferrari,6,13.081,Aggressive,Neutral,Undercut,,Intermediate,3,1,1.11,65.0,False,26.9,False,3,False,False,100.522,-22.987,104.577,1.2202,100.0,99.03,53.86,Inactive,172.6,53.55,25.9,37.8,1.89,89.3,4.7,Light Rain,Green,None,,64.56,0.3391,0.5,1.758,PUSH,False,0.9
RACE_2025_COTA_32,32,2025-10-18T14:48:05.737000,SAI,Ferrari,6,11.714,Aggressive,Neutral,Undercut,,Intermediate,3,2,2.71,80.0,False,25.7,False,3,False,False,92.236,-8.286,103.076,-1.501,100.0,100.0,50.59,Inactive,185.5,51.83,29.3,41.2,0.87,68.8,7.6,Light Rain,Green,None,,86.45,0.3603,0.5,0.57,PUSH,False,0.9
RACE_2025_COTA_33,33,2025-10-18T14:49:38.494000,SAI,Ferrari,6,12.721,Aggressive,Neutral,Undercut,,Intermediate,3,3,4.85,73.5,False,24.4,False,3,False,False,94.447,2.211,102.511,-0.5643,100.0,100.0,45.67,Inactive,182.2,49.98,28.8,38.9,1.08,70.9,7.7,Light Rain,Green,None,,79.41,0.3485,0.5,0.159,MAINTAIN,False,0.9
RACE_2025_COTA_34,34,2025-10-18T14:51:09.621000,SAI,Ferrari,6,12.739,Aggressive,Neutral,Undercut,,Intermediate,3,4,7.6,78.7,False,23.0,False,3,False,False,95.431,0.983,101.229,-1.2824,100.0,95.74,41.58,Inactive,175.3,48.32,24.0,36.3,1.52,78.3,2.6,Light Rain,Green,None,,73.93,0.3297,0.5,0.112,MAINTAIN,False,0.9
RACE_2025_COTA_35,35,2025-10-18T14:52:44.424000,SAI,Ferrari,6,11.873,Aggressive,Neutral,Undercut,,Intermediate,3,5,10.81,82.7,False,21.6,False,3,False,False,94.516,-0.914,95.43,-5.7985,100.0,98.31,36.97,Inactive,174.5,46.46,27.4,35.3,1.19,74.7,5.8,Light Rain,Green,None,,75.83,0.328,0.5,0.281,PUSH,False,0.9
RACE_2025_COTA_36,36,2025-10-18T14:54:16.591000,SAI,Ferrari,6,12.196,Aggressive,Neutral,Undercut,,Intermediate,3,6,15.38,81.1,False,20.1,False,3,False,False,96.544,2.027,94.635,-0.7956,100.0,100.0,33.58,Inactive,153.5,44.63,27.6,37.1,1.72,83.8,3.4,Light Rain,Green,None,,67.04,0.3022,0.5,1.204,MAINTAIN,False,0.9
